comment,sentimiento,tema
colombia aun sufriendo el cancer de la migracion venezolana sabiendo el sufrimiento del hermano pais todavia va y vota por petro no se cree esto es ridiculo,ira,migracion
asi es la primera migracion venezolana que llego al pais fue buena ingresaron legalmente al pais pero ahora viene muchisima escoria entre la migracion ilegal un caso conocido fue el sicario venezolano que fue detenido en el norte,ira,migracion
quien cono entiende a los paises del sur tanto se quejan de que los venezolanos los invaden pero siguen votando por los mismos tipos de politicos que causaron la migracion venezolana,ira,migracion
senor decadas atrassssssssss somos la ciudad mas antigua y la mas atrasada porque durante decadas se dedicaron a robarse todo el dinero y no le invertian a la ciudad y esto es us consecuencia primero de la migracion venezolana y segundo de la devaluacion de la peso,ira,migracion
por que insisten en desconocer que la migracion venezolana aumento la criminalidad todo lo quieren tapar con el discurso de la xenofobia cambienlo no,ira,migracion
felicitaciones maria jose es una de las 10 ganadoras del su articulo publicado en migracion venezolana una oportunidad que importa fue seleccionado y galardonado por nuestro jurado,alegria,migracion
venezolanos muriendo en el darien y los politicos buscando la manera de meterle la mano a los 1000000000 de del oro que deberian repartieles a todos somos multimillonarios pero no quieren que los 33000000 de venezolanos los exigimos por derecho constitucional,ira,migracion
venezolana de 19 anos pierde sus piernas tras ser arrollada por un tren en,tristeza,migracion
vea como sataniza esa vieja fascistas a la migracion venezolana,ira,migracion
excelente clubhouse ayeren modo frick sobre migrantes venezolanos va a seguir con el tema esten pendientes luegoestuve hablando con personas q estan trabajando con la comision interamericana de ddhh ha muerto mucha gente en dariencuidado con la desinformacion,tristeza,migracion
no culpen a maduro de los mas de seis millones de venezolanos que se han ido del pais no lo culpen de los que siguen saliendo tampoco lo culpen de los venezolanos que mueren en la selva del darien el no le dijo a nadie que se fuera un chavista cualquiera super convencido,ira,migracion
hacer famosa a gente asi no tiene precio a la periodista profesional se le olvido que el causante de la masiva migracion venezolana la cual tanto odia es culpa de la revolucion que tanto apoyo a chuparla,ira,migracion
si es asi porque en mi pais panama estan llegan por cientos de venezolanos por la selva del darien buscando un bienestar para su familia si venezuela esta bien y se arreglo porque estan entrando por las selva del darien que es mi pais panama payaso,ira,migracion
en serio con la migracion venezolana ya estamos en aprietos no por que no se quiera ayudar si no por que no hay con que,ira,migracion
aprovechen y saquen ese pasaporte de lo contrario les tocara atravesar la selva del darien con los venezolanos,ira,migracion
yo no estoy en contra de la migracion venezolana estoy en contra d haber dejado el porton abierto para que toda el hampa del vecino pais aprovechara y entrara a hacer de las suyas para nadie es un secreto q la justicia aqui es mas garantista con el bandido que con la victima,ira,migracion
idiotez falta de informacion sobre darien todavia me dificulta entender bajo que condiciones los venezolanos se arriesgan a atravesarla,ira,migracion
hay mas de seis millones de venezolanos que han emigrado y tu te alegras porque han retornado menos de cien mil la gente hasta emigra a trinidad y tobago estan cruzando la selva de darien para huir de la pesadilla chavomadurista ah pero eso es culpa de los adecos jejejejejej,tristeza,migracion
x gente como tu es que vzla esta como esta x arrastradas asi que verguenza deberia darte ser venezolana mujer y no me vengas con tu condicion de mujer xk me vale verga usted alentaron la migracion y chavista todo se lo indalgas al gobierno y quien fue a pedir sanciones x el mundo,ira,migracion
que locura los venezolanos pasando el tapon de darien,alegria,migracion
la muerte los acecha al menos 44 mil venezolanos cruzaron el infierno del darien en 2022,tristeza,migracion
por que la selva de se puso de moda sencillo el socialismo del cual huyen los venezolanos llego a peru chile y colombia y entendieron que latinoamerica entera es el titanic y la salida es irse a usa pero todavia hay ignorantes pendejos creyendo en socialismo,ira,migracion
peligro estafan a venezolanos con supuesto paso por el darien video,alegria,migracion
el mismo es una mentira que le envie una carta al miserable que dijo publicamente que la migracion venezolana es una plaga para el continente,ira,migracion
aun asi le echan la culpa a la migracion venezolana,ira,migracion
trinidad y tobago es el pais que ha actuado de forma mas cruel y hostil con la migracion venezolana algun dia las cosas mejoraran para venezuela y nunca debemos olvidar lo que nos demostro este penoso vecino,tristeza,migracion
no estaran lavando si el banco vaticano lo hacia que no lo haga la acnur en manos de quien la dejo guterres farsa mediatica altamente rentable caracas denuncia las donaciones que reciben la onu y varios gobiernos a costa de la migracion venezolana,ira,migracion
y no son 4 migrantes venezolanos muertos en esa selva darien del infierno victor rincon cristian eduardo leal luis la falconiana y su bebe los 2 venezolanos que se ahorcaron al ver que murio su nina el policia en fin no me caben en un twet y los desaparecidos,tristeza,migracion
el gran dilema de algunos venezolanos desesperados por la miseria que viven en venezuela es decidir si morir de hambre en el pais o morir intentando cruzar la selva del darien,tristeza,migracion
mejor analogia imposible ni estan en cuenta que de alli a hyper inflacion es un paso y despues de eso si sera apocaliptico te lo aseguro vean la migracion venezolana,ira,migracion
que ha hecho la onu para solucionar el origen de la migracion venezolana que es el dictador maduro nada porque la onu tiene cercania politica con el dictador y las consecuencias las pagan los paises aledanos como se vio en peru colombia y ahora chile,ira,migracion
el darien nunca pensamos los venezolanos que este lugar se haria tan lamentablemente popular ni siquiera sabiamos de su existencia hasta que un dia amanecio de golpe,tristeza,migracion
la venezolana es la segunda mayor migracion del mundo despues de la de los sirios que huyen de la guerra si el regimen de maduro es tan bueno como dicen por que buscan dejar su pais hoy 98 paises piden visa a los venezolanos la cosa se ve mal,ira,migracion
la migracion o diaspora venezolana se convirtio en un gran negocio para gobiernos fundaciones politicos y cuanto piyo chupa algo de eso sin contar la delincuencia q cobra en las trochas y pare de contar,ira,migracion
totalmente de acuerdo evitemos etiquetar un injustificable acto de violencia producto de falta de valores en el hogar como simple xenofobia asumirlo le hace un flaco favor a la migracion venezolana y su integracion con el noble pueblo peruano,ira,migracion
la migracion colombiana y venezolana si la haitiana no estamos bien de clasismo racismo y xenofobia ajajajajajaja,ira,migracion
podria desgastarme 2 en demostrarte por que esas cifras carecen de contexto por ejemplo la migracion venezolana que fue mas fuerte precisamente durantea alcaldia del ingeniero pero tu ya decidiste no creer y seria muy tonto de mi parte creer que habra argumentos suficientes,ira,migracion
cual xenofobia si peru y chile hace 2 anos abrieron su puerta a la migracion venezolana nos amaban si en venezuela se instala una comunidad que ensucia roba hace necesidades en la calle pide dinero mientras en esa misma comunidad hay gente tranquila y trabajadora,ira,migracion
cuando vemos a venezolanos cruzando el rio bravo la selva del darien o caminando miles de kilometros para huir del regimen de maduro y sus consecuencias resulta aun mas abrumador escuchar a quienes dicen que venezuela se arreglo agrego solorzano,tristeza,migracion
muere un zuliano en la selva del darien dio dos pasos y cayo con este ya son 11 los migrantes venezolanos que fallecen en la travesia en lo que va de 2022,tristeza,migracion
xenofobia por donde la criminalidad se ha triplicado por la culpa del gobierno neoliberal y titere de ppk por fomentar irresponsablemente la migracion venezolana sin planificar cupos o requisitos atentando contra la economia y seguridad del pais,ira,migracion
vertiale y eso que una de las mejores cosas que le ha pasado a latinoamerica es la migracion venezolana con claras excepciones,tristeza,migracion
la q se queda callada ante las dictaduras cubana y venezolana la q no tiene amor x chile sino que x el comunismo la q trajo la migracion a chile en desmedro de los chilenos la q dejo chile con deficit una vende patria despues es sin llorar,ira,migracion
migracion al menos 76 venezolanos estan perdidos en la selva de darien,tristeza,migracion
